0.000000E+0	-1.158485E-2
6.054687E-4	8.517205E-3
1.210937E-3	2.587956E-2
1.816406E-3	3.379586E-2
2.421875E-3	2.983284E-2
3.027344E-3	1.453332E-2
3.632812E-3	-5.189794E-3
4.238281E-3	-2.346965E-2
4.843750E-3	-3.343173E-2
5.449219E-3	-3.200614E-2
6.054688E-3	-1.865188E-2
6.660156E-3	9.847219E-4
7.265625E-3	2.007972E-2
7.871094E-3	3.222954E-2
8.476562E-3	3.272240E-2
9.082031E-3	2.133595E-2
9.687500E-3	2.210487E-3
1.029297E-2	-1.709896E-2
1.089844E-2	-3.099056E-2
1.150391E-2	-3.386428E-2
1.210938E-2	-2.477400E-2
1.271484E-2	-6.532530E-3
1.332031E-2	1.336726E-2
1.392578E-2	2.895982E-2
1.453125E-2	3.399995E-2
1.513672E-2	2.677513E-2
1.574219E-2	9.633308E-3
1.634766E-2	-1.036274E-2
1.695312E-2	-2.695260E-2
1.755859E-2	-3.447838E-2
1.816406E-2	-2.955766E-2
1.876953E-2	-1.410339E-2
1.937500E-2	6.096136E-3
1.998047E-2	2.377956E-2
2.058594E-2	3.356009E-2
2.119141E-2	3.064738E-2
2.179688E-2	1.688189E-2
2.240234E-2	-3.159240E-3
2.300781E-2	-2.153901E-2
2.361328E-2	-3.321363E-2
2.421875E-2	-3.295044E-2
2.482422E-2	-2.085728E-2
2.542969E-2	-1.751317E-3
2.603516E-2	1.794012E-2
2.664063E-2	3.111100E-2
2.724609E-2	3.329690E-2
2.785156E-2	2.285171E-2
2.845703E-2	4.674810E-3
2.906250E-2	-1.548451E-2
2.966797E-2	-3.000178E-2
3.027344E-2	-3.462947E-2
3.087891E-2	-2.648593E-2
3.148438E-2	-9.277707E-3
3.208984E-2	1.111373E-2
3.269531E-2	2.728688E-2
3.330078E-2	3.377515E-2
3.390625E-2	2.802526E-2
3.451172E-2	1.178327E-2
3.511719E-2	-8.160994E-3
3.572266E-2	-2.558976E-2
3.632813E-2	-3.413843E-2
3.693359E-2	-3.109352E-2
3.753906E-2	-1.637216E-2
3.814453E-2	3.422239E-3
3.875000E-2	2.208103E-2
3.935547E-2	3.273702E-2
3.996094E-2	3.163859E-2
4.056641E-2	1.868277E-2
4.117187E-2	-6.626279E-4
4.177734E-2	-1.967721E-2
4.238281E-2	-3.237046E-2
4.298828E-2	-3.360841E-2
4.359375E-2	-2.293414E-2
4.419922E-2	-4.038355E-3
4.480469E-2	1.557083E-2
4.541016E-2	3.025381E-2
4.601562E-2	3.347236E-2
4.662109E-2	2.477199E-2
4.722656E-2	6.823553E-3
4.783203E-2	-1.302384E-2
4.843750E-2	-2.875408E-2
4.904297E-2	-3.467821E-2
4.964844E-2	-2.808150E-2
5.025391E-2	-1.173289E-2
5.085937E-2	8.765160E-3
5.146484E-2	2.565415E-2
5.207031E-2	3.392502E-2
5.267578E-2	2.918340E-2
5.328125E-2	1.422566E-2
5.388672E-2	-5.912337E-3
5.449219E-2	-2.376208E-2
5.509766E-2	-3.398308E-2
5.570312E-2	-3.193730E-2
5.630859E-2	-1.867381E-2
5.691406E-2	1.082198E-3
5.751953E-2	2.004561E-2
5.812500E-2	3.207297E-2
5.873047E-2	3.232701E-2
5.933594E-2	2.055553E-2
5.994141E-2	1.830938E-3
6.054687E-2	-1.784892E-2
6.115234E-2	-3.126836E-2
6.175781E-2	-3.435532E-2
6.236328E-2	-2.459611E-2
6.296875E-2	-6.762209E-3
6.357422E-2	1.362801E-2
6.417969E-2	2.867287E-2
6.478516E-2	3.386348E-2
6.539062E-2	2.617017E-2
6.599609E-2	9.327476E-3
6.660156E-2	-1.089277E-2
6.720703E-2	-2.728158E-2
6.781250E-2	-3.466481E-2
6.841797E-2	-2.957289E-2
6.902344E-2	-1.400957E-2
6.962891E-2	6.118069E-3
7.023438E-2	2.403787E-2
7.083984E-2	3.329203E-2
7.144531E-2	3.061143E-2
7.205078E-2	1.631592E-2
7.265625E-2	-3.164723E-3
7.326172E-2	-2.210254E-2
7.386719E-2	-3.304731E-2
7.447266E-2	-3.295714E-2
7.507812E-2	-2.063614E-2
7.568359E-2	-1.449749E-3
7.628906E-2	1.822158E-2
7.689453E-2	3.126818E-2
7.750000E-2	3.321831E-2
7.810547E-2	2.280175E-2
7.871094E-2	4.278812E-3
7.931641E-2	-1.540288E-2
7.992188E-2	-3.021684E-2
8.052734E-2	-3.433704E-2
8.113281E-2	-2.636652E-2
8.173828E-2	-8.771439E-3
8.234375E-2	1.114236E-2
8.294922E-2	2.758845E-2
8.355469E-2	3.392624E-2
8.416016E-2	2.798871E-2
8.476562E-2	1.166995E-2
8.537109E-2	-8.298679E-3
8.597656E-2	-2.564215E-2
8.658203E-2	-3.423835E-2
8.718750E-2	-3.068107E-2
8.779297E-2	-1.608338E-2
8.839844E-2	3.902919E-3
8.900391E-2	2.228391E-2
8.960938E-2	3.307697E-2
9.021484E-2	3.161909E-2
9.082031E-2	1.879913E-2
9.142578E-2	-9.185032E-4
9.203125E-2	-1.977103E-2
9.263672E-2	-3.240579E-2
9.324219E-2	-3.335862E-2
9.384766E-2	-2.264354E-2
9.445312E-2	-3.641748E-3
9.505859E-2	1.596135E-2
9.566406E-2	3.048167E-2
9.626953E-2	3.369777E-2
9.687500E-2	2.472995E-2
9.748047E-2	6.760194E-3
9.808594E-2	-1.316579E-2
9.869141E-2	-2.867793E-2
9.929687E-2	-3.444305E-2
9.990234E-2	-2.770500E-2
1.005078E-1	-1.120530E-2
1.011133E-1	9.154456E-3
1.017187E-1	2.607269E-2
1.023242E-1	3.416018E-2
1.029297E-1	2.928575E-2
1.035352E-1	1.438284E-2
1.041406E-1	-5.909291E-3
1.047461E-1	-2.369019E-2
1.053516E-1	-3.368090E-2
1.059570E-1	-3.163756E-2
1.065625E-1	-1.827233E-2
1.071680E-1	1.593340E-3
1.077734E-1	2.054944E-2
1.083789E-1	3.240134E-2
1.089844E-1	3.255060E-2
1.095898E-1	2.079617E-2
1.101953E-1	1.809006E-3
1.108008E-1	-1.772586E-2
1.114062E-1	-3.121353E-2
1.120117E-1	-3.403060E-2
1.126172E-1	-2.420803E-2
1.132227E-1	-6.255941E-3
1.138281E-1	1.401548E-2
1.144336E-1	2.900551E-2
1.150391E-1	3.421257E-2
1.156445E-1	2.636268E-2
1.162500E-1	9.405458E-3
1.168555E-1	-1.084159E-2
1.174609E-1	-2.710064E-2
1.180664E-1	-3.446742E-2
1.186719E-1	-2.930726E-2
1.192773E-1	-1.353377E-2
1.198828E-1	6.632865E-3
1.204883E-1	2.455815E-2
1.210937E-1	3.356314E-2
1.216992E-1	3.078689E-2
1.223047E-1	1.628729E-2
1.229102E-1	-3.264636E-3
1.235156E-1	-2.194780E-2
1.241211E-1	-3.292729E-2
1.247266E-1	-3.274026E-2
1.253320E-1	-2.012499E-2
1.259375E-1	-9.623676E-4
1.265430E-1	1.858042E-2
1.271484E-1	3.148567E-2
1.277539E-1	3.326644E-2
1.283594E-1	2.277007E-2
1.289648E-1	4.207533E-3
1.295703E-1	-1.536876E-2
1.301758E-1	-3.015348E-2
1.307812E-1	-3.412808E-2
1.313867E-1	-2.612893E-2
1.319922E-1	-8.463780E-3
1.325977E-1	1.154019E-2
1.332031E-1	2.795033E-2
1.338086E-1	3.407245E-2
1.344141E-1	2.801003E-2
1.350195E-1	1.151338E-2
1.356250E-1	-8.260298E-3
1.362305E-1	-2.563911E-2
1.368359E-1	-3.402938E-2
1.374414E-1	-3.037402E-2
1.380469E-1	-1.570018E-2
1.386523E-1	4.309274E-3
1.392578E-1	2.257512E-2
1.398633E-1	3.318724E-2
1.404688E-1	3.166539E-2
1.410742E-1	1.859869E-2
1.416797E-1	-9.166755E-4
1.422852E-1	-1.972900E-2
1.428906E-1	-3.228273E-2
1.434961E-1	-3.313565E-2
1.441016E-1	-2.227008E-2
1.447070E-1	-3.197012E-3
1.453125E-1	1.632262E-2
1.459180E-1	3.061204E-2
1.465234E-1	3.362589E-2
1.471289E-1	2.464954E-2
1.477344E-1	6.609106E-3
1.483398E-1	-1.314874E-2
1.489453E-1	-2.869133E-2
1.495508E-1	-3.438395E-2
1.501562E-1	-2.758071E-2
1.507617E-1	-1.103350E-2
1.513672E-1	9.428608E-3
1.519727E-1	2.618174E-2
1.525781E-1	3.421196E-2
1.531836E-1	2.927966E-2
1.537891E-1	1.411417E-2
1.543945E-1	-6.059161E-3
1.550000E-1	-2.365668E-2
1.556055E-1	-3.370527E-2
1.562109E-1	-3.147428E-2
